测试频道,#genre#
枪战,http://cdn.jdshipin.com:8880/huya/21059579
枪战,https://live.ottiptv.cc/huya/21059579
强森,http://file.dokor.cn:35455/huya/21059581
强森,http://live.nctv.top/huya.php?id=21059581
强森,http://cdn.jdshipin.com:8880/huya/21059581
强森,https://live.ottiptv.cc/huya/21059581
杰森,http://file.dokor.cn:35455/huya/21059588
杰森,http://live.nctv.top/huya.php?id=21059588
杰森,http://cdn.jdshipin.com:8880/huya/21059588
杰森,https://live.ottiptv.cc/huya/21059588


狂飙,http://live.chinacert.cftest5.cn/yy/1354936131
新白娘子传奇,http://live.chinacert.cftest5.cn/yy/1354490667
康熙微服私访记,http://live.chinacert.cftest5.cn/yy/1352811698
射雕英雄传83版,http://live.chinacert.cftest5.cn/yy/1354210357
神雕侠侣,http://live.chinacert.cftest5.cn/yy/1351762426
天龙八部,http://live.chinacert.cftest5.cn/yy/1351814644
隋唐英雄传,http://live.chinacert.cftest5.cn/yy/1352475619

鹿鼎记,http://file.dokor.cn:35455/huya/23650774
新鹿鼎记,http://file.dokor.cn:35455/huya/11342388
星球大战,http://file.dokor.cn:35455/huya/30080234
星球大战,http://live.nctv.top/huya.php?id=30080234
星际迷航,http://file.dokor.cn:35455/huya/30080232
星际迷航,http://live.nctv.top/huya.php?id=30080232
西游记,http://live.nctv.top/huya.php?id=30080242
西游记,http://cdn.jdshipin.com:8880/huya.php?id=30080242

荒野求生,http://live.nctv.top/huya.php?id=28556708
荒野求生,http://cdn.jdshipin.com:8880/huya/28556708
荒野求生,https://live.ottiptv.cc/huya/28556708
铁齿铜牙,http://live.nctv.top/huya.php?id=11342396
铁齿铜牙,http://cdn.jdshipin.com:8880/huya/11342396
铁齿铜牙,https://live.ottiptv.cc/huya/11342396
铁齿铜牙,http://117.72.38.147:2222/huya.php?id=11342396
铁齿铜牙,https://yylunbo.ottiptv.cc/yy/1382626335
康熙微服,http://live.nctv.top/huya.php?id=11342418
康熙微服,http://cdn.jdshipin.com:8880/huya/11342418
康熙微服,https://live.ottiptv.cc/huya/11342418
神探狄仁,http://live.nctv.top/huya.php?id=11352958
神探狄仁,http://cdn.jdshipin.com:8880/huya/11352958
神探狄仁,https://live.ottiptv.cc/huya/11352958
经典神剧,http://live.nctv.top/huya.php?id=508118
经典神剧,http://cdn.jdshipin.com:8880/huya/508118
经典神剧,http://live.nctv.top/douyu.php?id=508118
经典神剧,http://117.72.38.147:2222/huya.php?id=508118
经典神剧,https://live.ottiptv.cc/huya/508118
亮剑,http://live.nctv.top/huya.php?id=30080238
亮剑,http://cdn.jdshipin.com:8880/huya/30080238
亮剑,https://live.ottiptv.cc/huya/30080238
倚天屠龙记,http://live.nctv.top/huya.php?id=11342403
封神榜,http://live.nctv.top/huya.php?id=23865171
封神榜,https://live.ottiptv.cc/huya/29465849
封神榜,http://cdn.jdshipin.com:8880/huya/29465849
神雕侠侣,http://live.nctv.top/huya.php?id=30454429
神雕侠侣,http://cdn.jdshipin.com:8880/huya/30454429
神雕侠侣,https://live.ottiptv.cc/huya/30454429
科幻FANS,http://cdn.jdshipin.com:8880/douyu/3508304
宇宙探索,http://cdn.jdshipin.com:8880/douyu/9456028
宇宙视界,http://cdn.jdshipin.com:8880/douyu/9498354
世界未解之谜,http://cdn.jdshipin.com:8880/douyu/9369468
封神榜,http://cdn.jdshipin.com:8880/huya/23865171
倚天屠龙记,http://cdn.jdshipin.com:8880/huya/11342403
神雕侠侣,http://cdn.jdshipin.com:8880/huya/11352964
新水浒,http://cdn.jdshipin.com:8880/huya/11342384


铁齿铜牙,http://cfss.cc/cdn/hy/11342396.m3u8
康熙微服,http://cfss.cc/cdn/hy/11342418.m3u8
神探狄仁,http://cfss.cc/cdn/hy/11352958.m3u8
庆余年,http://cfss.cc/cdn/hy/11352960.m3u8
谍战,http://cfss.cc/cdn/hy/21059585.m3u8
枪战,http://cfss.cc/cdn/hy/21059579.m3u8
杰森,http://cfss.cc/cdn/hy/21059588.m3u8
宇宙,http://cfss.cc/cdn/hy/11342428.m3u8
封神榜,http://cfss.cc/cdn/hy/29465849.m3u8
神雕侠侣,http://cfss.cc/cdn/hy/30454429.m3u8
倚天屠龙,http://cfss.cc/cdn/hy/27834853.m3u8
科幻FANS,https://live.ottiptv.cc/douyu/3508304
科幻FANS,http://zzy789.xyz/douyu1.php?id=3508304
宇宙探索,https://live.ottiptv.cc/douyu/9456028
宇宙探索,http://zzy789.xyz/douyu1.php?id=9456028
宇宙视界,https://live.ottiptv.cc/douyu/9498354
宇宙视界,http://zzy789.xyz/douyu1.php?id=9498354
世界未解之谜,https://live.ottiptv.cc/douyu/9369468
世界未解之谜,http://zzy789.xyz/douyu1.php?id=9369468
国外科幻,https://yylunbo.ottiptv.cc/yy/1382736851
科普知识,http://117.72.38.147:2222/douyu.php?id=9498354
封神榜,http://117.72.38.147:2222/huya.php?id=23865171
封神榜,https://live.ottiptv.cc/huya/23865171
倚天屠龙记,http://117.72.38.147:2222/huya.php?id=11342403
倚天屠龙记,https://live.ottiptv.cc/huya/11342403
新三国D,http://117.72.38.147:2222/douyu.php?id=5908256
新三国D,http://117.72.38.147:2222/douyu.php?id=10906963
新三国D,http://117.72.38.147:2222/douyu.php?id=12253936
神雕侠侣,http://117.72.38.147:2222/huya.php?id=11352964
神雕侠侣,https://live.ottiptv.cc/huya/11352964
新水浒,http://117.72.38.147:2222/huya.php?id=11342384
新水浒,https://live.ottiptv.cc/huya/11342384
